data,t_max,t_min,t_mean,precip_mm,humidade_perc,radiacao_w_m2
2022-09-07,20.3,11.7,16.0,0.0,66.6,267.5
2022-09-08,18.0,13.1,15.6,0.0,68.9,221.6
2022-09-09,24.9,12.7,18.8,0.0,66.4,233.3
2022-09-10,20.1,13.5,16.8,2.3,69.7,259.0
2022-09-11,22.2,15.6,18.9,0.0,55.2,301.5
2022-09-12,20.2,14.3,17.2,0.0,60.0,255.6
2022-09-13,18.7,10.2,14.4,0.0,59.6,249.1
2022-09-14,23.2,14.9,19.1,0.0,67.5,248.3
2022-09-15,23.5,12.6,18.1,0.0,39.9,197.7
2022-09-16,20.7,13.2,16.9,0.0,63.3,230.8
2022-09-17,16.5,14.6,15.5,0.0,57.1,223.9
2022-09-18,20.4,9.3,14.8,0.0,51.6,231.9
2022-09-19,22.1,11.2,16.7,0.0,52.6,223.2
2022-09-20,18.2,10.1,14.1,0.0,57.9,228.5
2022-09-21,21.3,7.8,14.6,0.0,30.0,205.2
2022-09-22,20.8,11.5,16.1,0.0,53.0,213.7
2022-09-23,21.8,15.6,18.7,0.0,51.2,172.6
2022-09-24,20.7,6.8,13.7,0.0,65.3,197.2
2022-09-25,18.3,10.2,14.3,0.0,51.9,246.0
2022-09-26,22.5,11.4,16.9,0.0,57.8,211.2
2022-09-27,19.6,10.2,14.9,0.0,75.4,198.4
2022-09-28,19.7,9.5,14.6,6.9,89.9,253.4
2022-09-29,17.7,7.0,12.4,0.0,69.0,153.1
2022-09-30,18.5,9.9,14.2,0.0,55.0,158.0
2022-10-01,17.5,7.7,12.6,0.0,65.4,240.1
2022-10-02,18.7,4.7,11.7,0.0,57.7,187.6
2022-10-03,22.3,11.3,16.8,0.0,58.0,176.3
2022-10-04,16.0,10.7,13.3,7.0,84.1,145.1
2022-10-05,15.3,8.7,12.0,0.0,54.0,191.9
2022-10-06,21.3,8.9,15.1,0.0,74.9,192.3
2022-10-07,17.8,10.4,14.1,0.0,58.4,140.5
2022-10-08,16.7,8.5,12.6,0.0,66.2,166.6
2022-10-09,20.0,9.7,14.8,0.0,74.6,158.3
2022-10-10,16.5,7.1,11.8,0.0,70.3,173.5
2022-10-11,21.2,10.2,15.7,0.0,45.9,129.7
2022-10-12,18.7,8.0,13.4,0.0,64.4,198.4
2022-10-13,16.2,7.6,11.9,0.0,68.5,185.8
2022-10-14,21.4,4.5,12.9,0.0,68.9,144.9
2022-10-15,15.7,7.5,11.6,10.6,68.9,146.9
2022-10-16,18.2,5.1,11.6,0.0,53.4,146.8
2022-10-17,17.2,5.3,11.2,0.0,69.9,125.1
2022-10-18,19.0,4.8,11.9,1.0,72.4,132.8
2022-10-19,19.4,4.1,11.7,0.0,57.0,135.6
2022-10-20,16.1,10.3,13.2,0.0,75.8,189.7
2022-10-21,14.4,8.6,11.5,4.4,79.5,167.3
2022-10-22,16.7,9.6,13.2,0.0,52.7,164.6
2022-10-23,14.3,3.2,8.7,0.0,51.2,145.3
2022-10-24,19.5,5.6,12.5,2.7,83.3,98.4
2022-10-25,15.6,2.7,9.2,0.0,46.7,128.4
2022-10-26,14.4,3.8,9.1,2.2,77.5,156.5
2022-10-27,15.4,3.2,9.3,0.0,63.3,87.4
2022-10-28,12.2,7.3,9.8,0.0,73.0,142.0
2022-10-29,12.8,3.9,8.3,0.0,66.7,190.4
2022-10-30,17.0,6.7,11.8,0.3,72.9,150.4
2022-10-31,13.1,5.6,9.4,0.0,71.8,158.8
2022-11-01,12.2,8.9,10.5,0.0,57.0,120.8
2022-11-02,15.2,1.2,8.2,0.0,47.6,141.2
2022-11-03,16.4,6.5,11.4,0.0,58.3,88.5
2022-11-04,15.3,6.2,10.7,0.0,74.4,131.9
2022-11-05,15.7,1.8,8.8,0.0,61.7,125.6
2022-11-06,12.1,5.6,8.8,0.0,60.1,112.7
2022-11-07,10.6,4.1,7.4,0.0,76.4,141.5
2022-11-08,16.3,2.9,9.6,0.0,45.7,83.9
2022-11-09,12.6,1.6,7.1,0.0,47.1,92.5
2022-11-10,12.6,1.6,7.1,11.8,63.8,99.1
2022-11-11,15.6,7.1,11.3,0.0,63.7,63.5
2022-11-12,14.0,2.8,8.4,0.0,61.7,99.4
2022-11-13,13.6,4.3,9.0,7.6,95.4,50.0
2022-11-14,16.9,1.0,9.0,0.0,62.4,120.5
2022-11-15,11.2,0.9,6.1,0.0,56.0,88.7
2022-11-16,14.2,4.5,9.4,0.0,60.0,70.0
2022-11-17,12.4,-0.4,6.0,3.3,81.2,59.0
2022-11-18,12.7,1.3,7.0,0.0,43.3,75.3
2022-11-19,15.1,2.1,8.6,0.0,87.1,101.4
2022-11-20,13.0,2.2,7.6,0.0,65.2,95.7
2022-11-21,12.9,1.5,7.2,0.0,62.1,56.6
2022-11-22,13.9,2.5,8.2,0.0,66.2,50.9
2022-11-23,10.9,3.0,7.0,6.7,87.1,94.5
2022-11-24,9.9,3.0,6.5,0.0,58.6,51.7
2022-11-25,9.4,-0.5,4.4,0.0,53.7,73.8
2022-11-26,7.4,0.8,4.1,0.0,66.0,74.4
2022-11-27,15.4,3.7,9.5,0.0,63.9,78.8
2022-11-28,9.0,3.0,6.0,29.1,71.9,93.9
2022-11-29,10.7,-1.6,4.5,14.9,94.2,50.0
2022-11-30,10.5,1.8,6.1,0.0,62.9,50.0
2022-12-01,11.6,-3.0,4.3,0.0,67.3,50.0
2022-12-02,12.5,1.0,6.8,0.0,73.9,117.6
2022-12-03,12.6,4.6,8.6,0.0,60.2,123.2
2022-12-04,9.6,-1.1,4.2,5.9,83.2,116.4
2022-12-05,10.4,-1.0,4.7,0.0,68.1,54.7
2022-12-06,11.2,2.2,6.7,0.0,52.8,50.0
2022-12-07,10.1,-2.5,3.8,32.8,80.5,50.0
2022-12-08,13.7,-0.7,6.5,0.0,61.3,50.0
2022-12-09,11.5,1.7,6.6,0.0,50.4,51.1
2022-12-10,11.9,-0.8,5.5,0.0,83.2,95.3
2022-12-11,11.7,-0.1,5.8,0.0,45.9,81.6
2022-12-12,12.7,1.8,7.2,0.0,47.0,61.7
2022-12-13,10.6,1.1,5.9,0.0,73.1,50.0
2022-12-14,7.7,0.8,4.2,0.0,67.1,50.0
2022-12-15,11.0,-0.5,5.3,0.0,49.7,60.8
2022-12-16,8.9,0.9,4.9,0.0,66.1,73.5
2022-12-17,9.1,-0.1,4.5,0.0,74.7,63.9
2022-12-18,11.3,1.0,6.2,0.0,59.7,50.0
2022-12-19,12.6,-0.9,5.8,0.0,86.0,70.9
2022-12-20,10.1,-0.3,4.9,19.6,62.8,63.8
2022-12-21,10.7,-1.9,4.4,0.0,66.9,50.0
2022-12-22,13.4,-0.0,6.7,0.0,71.7,50.0
2022-12-23,10.5,-1.6,4.5,6.6,88.9,71.0
2022-12-24,15.2,-2.2,6.5,0.0,58.0,50.0
2022-12-25,11.1,0.5,5.8,0.0,57.1,97.8
2022-12-26,6.5,0.4,3.5,0.0,64.4,65.1
2022-12-27,11.5,1.6,6.5,6.5,88.2,50.0
2022-12-28,10.8,-0.9,5.0,0.0,66.0,50.0
2022-12-29,12.6,0.8,6.7,0.0,70.4,52.0
2022-12-30,11.4,1.1,6.2,7.0,69.8,50.0
2022-12-31,9.7,0.9,5.3,5.3,77.7,50.0
2023-01-01,7.6,-1.6,3.0,0.0,50.6,71.6
2023-01-02,9.6,0.4,5.0,0.0,56.1,76.2
2023-01-03,8.4,0.8,4.6,25.5,90.2,69.2
2023-01-04,8.9,0.1,4.5,0.0,61.1,96.9
2023-01-05,11.3,-4.1,3.6,0.0,86.1,50.0
2023-01-06,13.5,0.5,7.0,0.0,61.9,102.5
2023-01-07,11.0,4.6,7.8,0.0,60.6,50.0
2023-01-08,7.8,-0.5,3.7,0.0,61.1,50.0
2023-01-09,11.1,-1.2,5.0,0.0,53.6,50.0
2023-01-10,12.7,1.0,6.9,0.0,59.4,50.0
2023-01-11,9.1,1.0,5.0,16.8,91.3,50.0
2023-01-12,10.1,2.8,6.4,0.0,61.1,71.5
2023-01-13,10.5,-2.1,4.2,14.5,72.1,63.8
2023-01-14,8.9,1.9,5.4,0.0,50.7,50.0
2023-01-15,11.8,1.7,6.8,0.0,55.5,50.0
2023-01-16,10.4,0.3,5.3,0.0,60.7,50.0
2023-01-17,11.5,1.3,6.4,7.3,91.9,50.0
2023-01-18,8.9,2.8,5.9,27.2,66.6,50.0
2023-01-19,9.9,2.5,6.2,2.9,76.8,50.0
2023-01-20,12.3,-1.4,5.4,0.0,61.4,105.7
2023-01-21,10.2,2.6,6.4,0.0,41.7,69.5
2023-01-22,14.4,0.9,7.7,0.0,51.7,84.8
2023-01-23,10.3,1.2,5.7,0.0,53.2,50.0
2023-01-24,11.6,1.3,6.4,3.1,72.0,103.1
2023-01-25,13.1,0.9,7.0,0.0,61.9,107.5
2023-01-26,8.5,3.7,6.1,9.5,78.4,50.0
2023-01-27,7.9,1.2,4.6,0.0,54.4,50.0
2023-01-28,8.4,-0.7,3.8,0.0,64.3,87.2
2023-01-29,14.1,0.8,7.5,0.0,77.2,93.0
2023-01-30,10.6,2.0,6.3,0.0,76.4,54.8
2023-01-31,16.9,4.2,10.6,0.0,40.8,67.4
2023-02-01,10.7,3.1,6.9,0.0,65.8,60.1
2023-02-02,12.3,0.3,6.3,3.6,78.2,82.9
2023-02-03,15.2,7.0,11.1,0.0,61.6,117.1
2023-02-04,16.2,2.7,9.5,0.0,56.0,59.6
2023-02-05,16.4,4.8,10.6,0.0,61.2,114.4
2023-02-06,14.8,2.1,8.5,29.5,81.5,62.6
2023-02-07,14.6,3.6,9.1,0.0,54.2,62.3
2023-02-08,13.8,4.3,9.1,5.8,71.0,114.0
2023-02-09,14.3,5.2,9.7,7.8,75.5,118.9
2023-02-10,11.8,5.0,8.4,0.0,62.3,118.5
2023-02-11,11.4,4.7,8.0,0.0,66.0,55.4
2023-02-12,13.1,2.5,7.8,0.0,68.5,82.7
2023-02-13,12.9,2.1,7.5,0.0,55.1,123.3
2023-02-14,12.5,4.0,8.2,0.0,62.8,101.7
2023-02-15,14.9,5.4,10.1,0.0,69.6,70.2
2023-02-16,15.5,3.2,9.4,0.0,71.7,118.2
2023-02-17,13.9,5.9,9.9,0.0,59.4,85.0
2023-02-18,16.9,6.8,11.8,7.6,77.8,162.3
2023-02-19,11.8,2.2,7.0,0.0,61.9,156.9
2023-02-20,13.8,2.5,8.1,11.0,68.5,130.7
2023-02-21,12.9,4.0,8.5,0.0,58.1,155.5
2023-02-22,10.7,5.1,7.9,16.7,87.4,118.8
2023-02-23,14.4,3.6,9.0,0.0,66.4,142.0
2023-02-24,14.5,7.5,11.0,0.0,57.3,165.5
2023-02-25,17.9,5.7,11.8,0.0,62.2,130.8
2023-02-26,16.3,5.1,10.7,0.0,51.8,118.0
2023-02-27,13.1,2.3,7.7,0.0,67.0,76.7
2023-02-28,19.1,2.7,10.9,0.0,59.2,127.7
2023-03-01,17.9,6.1,12.0,0.4,77.2,157.2
2023-03-02,16.8,1.4,9.1,0.0,56.4,163.1
2023-03-03,15.4,7.8,11.6,0.0,59.4,152.2
2023-03-04,14.0,5.6,9.8,0.0,55.5,123.2
2023-03-05,15.4,12.6,14.0,0.0,66.6,82.5
2023-03-06,18.5,10.9,14.7,0.0,56.0,129.4
2023-03-07,20.2,6.1,13.1,16.4,95.9,137.5
2023-03-08,19.7,6.4,13.0,2.1,94.7,139.7
2023-03-09,15.8,8.8,12.3,0.0,51.1,170.0
2023-03-10,14.7,10.3,12.5,0.0,60.7,213.5
2023-03-11,17.4,3.8,10.6,0.0,53.5,160.1
2023-03-12,13.7,3.7,8.7,0.0,56.7,152.4
2023-03-13,18.1,6.2,12.1,0.0,80.0,153.6
2023-03-14,17.3,8.8,13.0,0.0,56.9,167.6
2023-03-15,16.8,8.8,12.8,5.6,83.6,141.5
2023-03-16,14.7,10.1,12.4,0.0,65.4,172.5
2023-03-17,19.1,5.7,12.4,0.0,50.0,184.9
2023-03-18,17.2,3.6,10.4,14.2,71.4,180.2
2023-03-19,16.1,10.1,13.1,0.0,47.9,190.2
2023-03-20,12.9,6.9,9.9,0.0,51.1,192.1
2023-03-21,18.7,4.7,11.7,1.5,51.5,128.5
2023-03-22,22.5,9.2,15.9,0.0,65.4,203.3
2023-03-23,22.4,10.7,16.6,0.0,80.5,166.6
2023-03-24,18.4,9.0,13.7,0.0,61.5,156.5
2023-03-25,18.3,8.5,13.4,0.0,45.8,158.8
2023-03-26,20.6,9.3,14.9,0.0,53.6,207.5
2023-03-27,17.8,9.1,13.4,0.0,55.4,190.4
2023-03-28,20.6,7.3,13.9,0.0,49.8,149.2
2023-03-29,21.7,8.7,15.2,0.0,68.6,216.6
2023-03-30,22.8,11.4,17.1,1.1,88.1,161.6
2023-03-31,20.3,11.1,15.7,0.0,48.4,211.6
2023-04-01,20.3,11.0,15.6,0.0,67.3,217.1
2023-04-02,19.1,8.8,14.0,0.0,75.3,239.1
2023-04-03,19.4,10.6,15.0,0.0,79.0,268.6
2023-04-04,20.7,6.8,13.8,0.0,88.7,176.7
2023-04-05,22.1,11.7,16.9,0.0,51.0,218.7
2023-04-06,23.3,14.4,18.9,0.0,88.2,214.5
2023-04-07,20.1,8.7,14.4,0.0,56.5,238.4
2023-04-08,24.8,10.7,17.8,0.0,54.1,234.4
2023-04-09,21.5,12.7,17.1,0.0,63.3,219.8
2023-04-10,22.2,14.7,18.4,0.0,54.2,219.7
2023-04-11,20.9,11.5,16.2,24.5,84.0,202.0
2023-04-12,17.7,11.1,14.4,0.0,46.8,267.6
2023-04-13,24.5,8.8,16.6,0.0,57.6,254.2
2023-04-14,24.3,13.1,18.7,0.0,72.9,270.5
2023-04-15,22.5,17.1,19.8,34.1,79.4,236.1
2023-04-16,23.3,13.7,18.5,0.0,61.4,228.1
2023-04-17,24.4,13.3,18.8,0.0,64.8,217.9
2023-04-18,20.4,14.2,17.3,0.0,71.7,263.5
2023-04-19,22.6,13.7,18.1,0.0,43.4,223.9
2023-04-20,25.4,12.2,18.8,0.0,65.8,313.0
2023-04-21,21.5,15.6,18.6,10.6,77.3,220.7
2023-04-22,24.7,14.6,19.7,0.0,61.7,270.5
2023-04-23,21.6,14.3,18.0,0.0,70.6,311.6
2023-04-24,25.4,12.5,19.0,0.0,48.1,284.9
2023-04-25,24.5,17.2,20.9,0.0,49.9,274.5
2023-04-26,21.5,16.1,18.8,0.0,40.6,242.4
2023-04-27,27.2,13.8,20.5,0.0,54.5,232.3
2023-04-28,23.6,17.1,20.3,0.0,73.3,299.1
2023-04-29,23.6,14.2,18.9,0.0,58.8,323.4
2023-04-30,25.8,13.8,19.8,0.0,46.6,267.2
2023-05-01,27.8,14.0,20.9,0.0,55.1,248.4
2023-05-02,23.6,12.1,17.9,0.0,45.1,211.0
2023-05-03,25.9,16.7,21.3,0.0,48.7,257.4
2023-05-04,26.8,12.3,19.5,0.0,63.9,285.5
2023-05-05,27.5,13.6,20.5,0.0,48.3,339.0
2023-05-06,26.6,12.1,19.3,0.0,71.1,313.2
2023-05-07,25.6,16.2,20.9,0.0,59.3,304.2
2023-05-08,24.8,16.2,20.5,0.0,60.9,285.0
2023-05-09,26.8,15.9,21.4,0.0,57.2,281.5
2023-05-10,24.6,14.6,19.6,3.1,87.7,343.1
2023-05-11,21.0,14.5,17.8,0.0,67.8,308.8
2023-05-12,27.9,17.9,22.9,0.0,63.4,241.6
2023-05-13,28.9,16.0,22.5,0.0,65.6,286.3
2023-05-14,22.5,17.9,20.2,0.0,57.9,282.6
2023-05-15,25.3,15.6,20.4,0.0,65.4,293.7
2023-05-16,28.7,17.8,23.3,0.0,56.6,328.7
2023-05-17,31.7,20.2,25.9,0.0,60.0,310.3
2023-05-18,27.7,18.9,23.3,0.0,57.3,312.9
2023-05-19,26.3,17.0,21.6,0.0,55.4,356.2
2023-05-20,27.5,18.4,23.0,0.0,53.1,297.5
2023-05-21,30.7,17.5,24.1,0.0,64.7,375.9
2023-05-22,26.8,18.1,22.5,0.0,73.1,301.4
2023-05-23,26.6,17.6,22.1,0.0,71.7,325.7
2023-05-24,27.3,18.0,22.7,6.9,67.4,316.0
2023-05-25,26.5,18.8,22.7,0.0,72.9,329.6
2023-05-26,28.7,16.5,22.6,0.0,56.8,340.6
2023-05-27,31.8,16.5,24.2,0.0,66.0,341.6
2023-05-28,29.3,15.9,22.6,0.0,50.9,307.3
2023-05-29,28.2,15.5,21.9,0.0,61.4,297.5
2023-05-30,28.2,16.4,22.3,0.0,63.1,400.0
2023-05-31,25.8,19.2,22.5,0.0,45.2,319.1
2023-06-01,30.8,17.2,24.0,0.0,66.1,355.8
2023-06-02,28.9,20.1,24.5,0.0,73.5,287.7
2023-06-03,28.8,19.2,24.0,0.0,58.3,328.6
2023-06-04,35.6,15.3,25.4,0.0,73.6,334.2
2023-06-05,29.9,20.6,25.2,0.0,58.1,353.2
2023-06-06,27.8,21.0,24.4,0.0,68.5,258.3
2023-06-07,28.5,17.4,23.0,0.0,37.8,345.8
2023-06-08,31.7,20.3,26.0,0.0,84.2,307.2
2023-06-09,29.7,17.8,23.8,0.0,75.0,352.3
2023-06-10,26.7,19.8,23.2,0.0,57.2,312.2
2023-06-11,31.4,17.1,24.3,0.0,40.3,318.4
2023-06-12,28.3,16.1,22.2,0.0,62.9,336.6
2023-06-13,33.4,18.9,26.2,0.0,45.6,313.9
2023-06-14,31.9,19.5,25.7,0.0,64.4,331.8
2023-06-15,28.9,19.0,23.9,0.0,64.1,310.8
2023-06-16,32.4,17.4,24.9,0.0,50.6,292.1
2023-06-17,30.0,19.0,24.5,0.0,71.2,378.1
2023-06-18,31.6,20.4,26.0,0.0,68.1,309.2
2023-06-19,30.9,19.8,25.3,0.0,69.8,343.1
2023-06-20,28.2,20.3,24.3,0.0,60.1,371.4
2023-06-21,28.7,18.6,23.6,0.0,45.8,330.6
2023-06-22,32.0,22.3,27.2,0.0,69.8,324.6
2023-06-23,29.3,17.6,23.5,0.0,57.3,356.4
2023-06-24,29.2,21.0,25.1,0.0,46.1,383.3
2023-06-25,28.1,22.4,25.2,0.0,73.5,314.8
2023-06-26,30.8,21.0,25.9,0.0,81.0,345.5
2023-06-27,34.1,19.6,26.9,0.0,59.6,298.0
2023-06-28,27.9,18.9,23.4,0.0,81.6,338.2
2023-06-29,30.0,22.1,26.1,0.0,60.9,351.0
2023-06-30,32.8,17.1,25.0,0.0,56.2,324.2
2023-07-01,29.8,18.0,23.9,0.0,53.7,336.0
2023-07-02,30.9,19.2,25.0,16.6,96.4,307.3
2023-07-03,27.8,22.4,25.1,0.0,52.2,351.6
2023-07-04,30.8,20.7,25.7,0.0,67.4,380.7
2023-07-05,29.5,18.0,23.8,0.0,54.4,315.8
2023-07-06,31.9,19.3,25.6,0.0,55.4,329.7
2023-07-07,32.2,18.6,25.4,0.0,70.3,363.0
2023-07-08,35.0,18.4,26.7,0.0,56.2,383.9
2023-07-09,31.0,21.8,26.4,0.0,56.0,302.2
2023-07-10,30.4,17.0,23.7,0.0,71.3,341.4
2023-07-11,30.1,22.9,26.5,0.0,76.0,354.4
2023-07-12,29.0,21.3,25.2,0.0,66.4,342.2
2023-07-13,30.3,21.8,26.1,0.0,53.5,270.3
2023-07-14,29.0,18.7,23.8,0.0,54.9,358.9
2023-07-15,29.9,19.2,24.6,0.0,60.8,388.7
2023-07-16,32.1,16.6,24.4,0.0,63.2,345.9
2023-07-17,27.4,18.4,22.9,0.0,50.1,310.6
2023-07-18,31.7,20.4,26.0,0.0,67.2,325.3
2023-07-19,32.0,21.9,26.9,0.0,60.9,392.8
2023-07-20,29.0,17.0,23.0,0.0,42.8,366.1
2023-07-21,24.9,18.5,21.7,0.0,50.7,357.0
2023-07-22,27.9,18.8,23.4,0.0,55.0,347.4
2023-07-23,31.6,16.3,23.9,0.0,59.3,315.8
2023-07-24,28.9,20.2,24.5,0.0,78.9,328.5
2023-07-25,26.9,17.4,22.2,0.0,62.4,331.0
2023-07-26,27.8,18.4,23.1,0.0,51.6,348.7
2023-07-27,30.4,17.8,24.1,0.0,62.2,376.2
2023-07-28,29.7,17.1,23.4,0.0,56.5,363.2
2023-07-29,28.1,18.5,23.3,0.0,63.2,285.8
2023-07-30,27.7,18.0,22.9,0.0,65.8,333.7
2023-07-31,27.6,17.6,22.6,0.0,72.1,347.7
2023-08-01,26.4,16.8,21.6,0.0,59.8,342.7
2023-08-02,31.4,18.8,25.1,0.0,76.4,303.8
2023-08-03,27.4,21.4,24.4,0.0,69.1,400.0
2023-08-04,30.4,18.3,24.3,0.0,52.9,281.3
2023-08-05,30.9,19.9,25.4,0.0,82.1,285.6
2023-08-06,29.8,15.0,22.4,0.0,63.3,323.5
2023-08-07,26.8,18.0,22.4,0.0,51.6,378.3
2023-08-08,28.3,15.3,21.8,0.0,76.5,288.0
2023-08-09,27.4,14.5,20.9,0.0,80.8,303.4
2023-08-10,25.5,15.8,20.7,0.0,59.7,342.0
2023-08-11,27.8,19.6,23.7,0.0,55.0,307.4
2023-08-12,24.7,19.0,21.8,0.0,58.3,296.1
2023-08-13,29.3,17.4,23.4,22.7,87.1,321.2
2023-08-14,25.9,13.8,19.8,0.0,72.8,310.6
2023-08-15,27.1,16.3,21.7,0.0,65.7,331.4
2023-08-16,27.1,17.2,22.2,0.0,61.0,337.3
2023-08-17,25.9,16.8,21.4,0.0,75.0,305.8
2023-08-18,27.5,12.6,20.0,0.0,56.9,303.3
2023-08-19,25.2,14.4,19.8,0.0,70.3,299.0
2023-08-20,27.8,15.9,21.8,0.0,57.1,305.2
2023-08-21,23.2,17.0,20.1,0.0,64.3,290.1
2023-08-22,26.0,11.4,18.7,0.0,58.9,286.3
2023-08-23,29.5,15.3,22.4,0.0,59.4,320.1
2023-08-24,23.5,15.8,19.6,0.0,56.2,327.6
2023-08-25,24.0,17.0,20.5,0.0,73.4,234.7
2023-08-26,26.2,16.6,21.4,0.0,52.7,278.0
2023-08-27,25.4,16.2,20.8,0.0,52.6,254.8
2023-08-28,25.6,13.3,19.4,0.0,81.2,263.9
2023-08-29,25.7,10.9,18.3,0.0,69.8,283.1
2023-08-30,25.8,13.8,19.8,0.0,36.1,288.8
2023-08-31,26.6,16.4,21.5,0.0,54.3,263.0
2023-09-01,25.1,17.1,21.1,0.0,41.9,206.7
2023-09-02,23.6,15.5,19.6,0.0,50.5,232.8
2023-09-03,25.3,14.8,20.1,0.0,30.0,286.3
2023-09-04,27.6,14.6,21.1,0.0,58.6,174.8
2023-09-05,23.4,12.5,18.0,0.0,48.6,290.2
2023-09-06,21.5,13.2,17.4,0.0,60.6,267.8
2023-09-07,25.5,16.7,21.1,0.0,43.7,289.2
2023-09-08,22.9,11.3,17.1,0.0,60.8,241.3
2023-09-09,18.6,16.2,17.4,0.0,55.9,183.0
2023-09-10,24.5,12.2,18.4,0.0,75.0,255.3
2023-09-11,21.6,15.3,18.4,0.0,74.1,278.1
2023-09-12,22.3,9.7,16.0,0.0,67.9,265.1
2023-09-13,23.0,13.5,18.2,0.0,56.7,215.0
2023-09-14,22.5,10.7,16.6,0.0,79.9,235.0
2023-09-15,23.4,9.2,16.3,0.0,44.5,213.9
2023-09-16,20.9,12.3,16.6,0.0,46.0,202.7
2023-09-17,22.7,13.7,18.2,0.0,59.2,253.4
2023-09-18,21.0,9.8,15.4,20.5,100.0,186.3
2023-09-19,22.8,8.3,15.6,0.0,58.0,192.8
2023-09-20,22.4,11.0,16.7,0.0,58.2,184.0
2023-09-21,19.1,10.8,14.9,0.0,45.6,169.8
2023-09-22,23.0,11.9,17.4,0.0,69.5,216.4
2023-09-23,19.6,12.5,16.0,20.5,89.5,244.2
2023-09-24,22.1,10.3,16.2,0.0,67.9,201.3
2023-09-25,21.0,14.0,17.5,0.0,53.7,159.1
2023-09-26,23.8,10.6,17.2,0.0,52.9,226.8
2023-09-27,19.5,9.2,14.4,0.0,47.1,249.6
2023-09-28,19.1,6.5,12.8,0.0,60.8,177.1
2023-09-29,19.6,9.1,14.3,0.0,49.2,179.5
2023-09-30,18.8,8.7,13.8,0.0,48.2,206.8
2023-10-01,20.8,11.2,16.0,0.0,55.8,237.4
2023-10-02,15.8,10.0,12.9,0.0,55.1,170.6
2023-10-03,16.8,6.5,11.7,0.0,54.6,143.6
2023-10-04,16.6,9.1,12.8,0.0,64.7,200.0
2023-10-05,20.5,9.9,15.2,5.1,80.8,202.5
2023-10-06,21.8,11.5,16.6,0.0,57.1,176.1
2023-10-07,18.0,10.0,14.0,0.0,61.8,156.6
2023-10-08,17.7,9.6,13.6,0.0,50.1,200.7
2023-10-09,18.0,8.0,13.0,0.8,81.1,184.2
2023-10-10,20.0,8.5,14.3,0.0,61.5,142.7
2023-10-11,15.7,10.1,12.9,0.0,45.0,164.8
2023-10-12,17.9,4.7,11.3,0.0,70.0,120.2
2023-10-13,19.2,6.5,12.8,0.0,51.2,178.9
2023-10-14,18.1,5.5,11.8,0.0,60.9,148.0
2023-10-15,17.3,7.6,12.5,1.4,91.6,140.3
2023-10-16,18.7,9.2,14.0,0.0,69.3,149.9
2023-10-17,11.2,5.4,8.3,0.0,60.3,149.7
2023-10-18,17.8,1.6,9.7,0.0,56.4,172.9
2023-10-19,14.9,5.4,10.2,0.0,69.5,161.4
2023-10-20,12.4,7.9,10.2,0.0,66.7,136.6
2023-10-21,17.0,7.0,12.0,0.0,53.8,161.8
2023-10-22,18.5,6.6,12.6,0.0,52.1,148.6
2023-10-23,15.3,5.1,10.2,0.0,39.3,121.4
2023-10-24,17.4,2.9,10.1,1.2,81.5,128.2
2023-10-25,18.5,6.3,12.4,0.0,59.2,125.2
2023-10-26,17.8,3.5,10.6,0.0,71.4,142.5
2023-10-27,18.3,9.4,13.8,0.0,63.6,114.1
2023-10-28,16.3,6.0,11.2,0.0,73.3,111.2
2023-10-29,14.9,3.6,9.2,0.0,53.0,179.8
2023-10-30,11.4,3.3,7.4,4.6,91.4,146.7
2023-10-31,13.9,4.2,9.1,0.0,54.7,93.5
2023-11-01,12.6,3.8,8.2,0.0,67.8,131.4
2023-11-02,18.5,6.4,12.4,0.0,45.4,115.7
2023-11-03,13.7,4.4,9.0,0.0,62.4,121.8
2023-11-04,14.1,2.4,8.3,0.0,40.2,112.1
2023-11-05,14.8,7.5,11.2,0.0,57.3,141.7
2023-11-06,13.7,3.7,8.7,0.0,64.4,114.3
2023-11-07,16.9,5.0,10.9,0.0,54.8,100.1
2023-11-08,12.1,2.1,7.1,0.0,49.5,131.3
2023-11-09,13.6,3.9,8.8,1.3,88.5,105.1
2023-11-10,11.6,3.7,7.7,0.0,59.0,99.9
2023-11-11,10.3,-0.8,4.8,0.0,55.1,103.8
2023-11-12,11.6,6.9,9.2,0.0,60.4,89.8
2023-11-13,12.6,5.3,9.0,0.0,86.4,91.1
2023-11-14,11.7,1.8,6.8,0.0,71.5,71.5
2023-11-15,11.1,0.3,5.7,0.0,71.6,64.8
2023-11-16,9.6,3.1,6.3,0.0,64.4,55.7
2023-11-17,12.1,2.4,7.3,0.0,61.7,50.0
2023-11-18,9.1,2.9,6.0,0.6,56.0,56.0
2023-11-19,13.6,2.4,8.0,0.0,53.2,75.6
2023-11-20,12.1,3.0,7.5,0.0,55.2,82.3
2023-11-21,8.9,4.7,6.8,0.5,61.3,69.6
2023-11-22,11.1,2.9,7.0,0.0,48.4,50.0
2023-11-23,10.1,-0.4,4.9,0.0,40.2,122.0
2023-11-24,12.2,4.3,8.2,0.0,59.6,106.0
2023-11-25,14.1,4.8,9.5,0.0,68.2,85.4
2023-11-26,7.6,7.7,7.7,0.0,71.1,127.9
2023-11-27,11.5,-1.0,5.3,0.0,64.1,50.0
2023-11-28,10.9,1.7,6.3,0.0,50.4,124.8
2023-11-29,12.5,-3.0,4.7,0.0,40.7,50.0
